ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	10	Dairyland	16010	2		70	25	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	12	Gordon	16012	2		249	75	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	14	Hawthorne	16014	2	Wards 1 & 2	372	120	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	16	Highland	16016	2		117	45	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	18	Lakeside	16018	2		233	85	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	20	Maple	16020	2	Wards 1 & 2	296	50	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	22	Oakland	16022	2	Wards 1 & 2	491	98	7		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	24	Parkland	16024	2	Wards 1 & 2	498	90	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	26	Solon Springs	16026	2		336	101	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	28	Summit	16028	3	Wards 1 & 2	454	111	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	30	Superior	16030	2	Wards 1 - 3	863	251	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Town	32	Wascott	16032	2		320	111	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Village	146	Lake Nebagamon	16146	2	Wards 1 & 2	454	174	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Village	165	Oliver	16165	2		178	30	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Village	171	Poplar	16171	2		187	82	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Village	181	Solon Springs	16181	2		220	61	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	Village	182	Superior	16182	2		314	53	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	21	Wards 1 - 5	1168	219	11		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	22	Wards 6 - 8	1105	208	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	23	Wards 9 - 12	1007	224	9		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	24	Wards 13 - 19	1097	219	10		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	25	Wards 20 - 24	1205	262	11		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	26	Wards 25 - 27	738	163	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	27	Wards 28 - 31	931	242	12		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	28	Wards 32 - 37	1023	206	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	29	Wards 38 - 43	1093	274	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	16	Douglas	City	281	Superior	16281	30	Wards 44 - 47	883	146	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	6	Bass Lake	66006	2		118	40	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	12	Brooklyn	66012	2		97	32	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	14	Casey	66014	2		145	26	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	16	Chicog	66016	2	Wards 1 & 2	109	19	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	18	Crystal	66018	2	Wards 1 & 2	79	27	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	20	Evergreen	66020	2	Wards 1 & 2	348	64	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	22	Frog Creek	66022	2		51	15	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	24	Gull Lake	66024	2		67	25	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	30	Minong	66030	2	Wards 1 & 2	313	48	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	36	Springbrook	66036	2		134	29	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	38	Stinnett	66038	2		55	18	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Town	42	Trego	66042	2	Wards 1 - 3	289	40	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 73	7	25	73	3	66	Washburn	Village	151	Minong	66151	2		141	17	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	20684	4788	140		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Gary Sherman	Shirl LaBarre	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	2	Agenda	2002	2		144	96	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	4	Ashland	2004	2		196	98	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	6	Chippewa	2006	2		121	72	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	8	Gingles	2008	2	Wards 1 & 2	244	155	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	10	Gordon	2010	2		126	76	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	12	Jacobs	2012	2		263	142	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	14	La Pointe	2014	2		205	38	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	16	Marengo	2016	2	Wards 1 & 2	139	68	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	18	Morse	2018	2	Wards 1 & 2	177	108	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	20	Peeksville	2020	2		55	43	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	22	Sanborn	2022	2	Wards 1 & 2	428	62	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	24	Shanagolden	2024	2		49	34	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Town	26	White River	2026	2	Wards 1 - 3	212	241	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	Village	106	Butternut	2106	2	Wards 1 & 2	141	37	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	1	Ward 1	269	201	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	2	Ward 2	231	75	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	3	Ward 3	255	110	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	4	Ward 4	282	152	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	5	Ward 5	286	105	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	6	Ward 6	248	81	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	7	Ward 7	362	88	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	8	Ward 8	236	102	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	9	Ward 9	247	63	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	10	Ward 10	259	108	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	201	Ashland	2201	11	Ward 11	312	99	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	2	Ashland	City	251	Mellen	2251	2	Wards 1 - 3	282	82	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	2	Barksdale	4002			267	204	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	4	Barnes	4004	2		316	256	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	6	Bayfield	4006	2		323	146	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	8	Bayview	4008	2		211	127	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	10	Bell	4010	2		133	63	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	12	Cable	4012	2		248	249	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	14	Clover	4014	2		100	68	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	16	Delta	4016	2		103	94	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	18	Drummond	4018	2		197	143	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	20	Eileen	4020	2	Wards 1 & 2	251	157	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	21	Grand View	4021	2		183	104	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	22	Hughes	4022	2		148	107	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	24	Iron River	4024	2	Wards 1 & 2	442	260	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	26	Kelly	4026	2		131	98	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	28	Keystone	4028	2		117	88	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	30	Lincoln	4030	2		114	66	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	32	Mason	4032	2		94	83	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	34	Namakagon	4034	2		94	131	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	36	Orienta	4036	2		54	24	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	38	Oulu	4038	2		170	131	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	40	Pilsen	4040	2		98	50	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	42	Port Wing	4042	2		208	73	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	46	Russell	4046	2	Wards 1 & 2	492	60	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	48	Tripp	4048	2		59	43	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Town	50	Washburn	4050	2		234	106	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	Village	151	Mason	4151	2		31	19	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	City	201	Ashland	4201	1	Ward 12	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	City	206	Bayfield	4206		Wards 1 - 4	257	77	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	4	Bayfield	City	291	Washburn	4291	8	Wards 1 - 4	895	284	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	2	Anderson	26002	2		32	9	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	4	Carey	26004	2		59	33	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	6	Gurney	26006	2		59	26	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	8	Kimball	26008	2		194	90	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	10	Knight	26010	2		93	42	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	12	Mercer	26012	1	Ward 1	142	87	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	12	Mercer	26012	2	Ward 2	150	131	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	12	Mercer	26012	3	Ward 3	119	100	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	12	Mercer	26012	4	Ward 4	108	93	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	14	Oma	26014	2		110	88	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	16	Pence	26016	2		67	24	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	18	Saxon	26018	2		117	73	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	Town	20	Sherman	26020	2		120	95	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	236	Hurley	26236	6	Ward 1	133	50	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	236	Hurley	26236	7	Ward 2	153	50	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	236	Hurley	26236	8	Ward 3	114	42	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	236	Hurley	26236	9	Ward 4	141	41	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	251	Montreal	26251	4	Ward 1	79	71	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	26	Iron	City	251	Montreal	26251	5	Ward 2	63	31	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	2	Bass Lake	58002	3	Wards 1 - 4	680	462	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	4	Couderay	58004	3	Wards 1 & 2	113	43	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	8	Edgewater	58008	2		165	158	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	10	Hayward	58010	2	Wards 1 - 6	812	865	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	12	Hunter	58012	4	Wards 1 & 2	217	201	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	14	Lenroot	58014	2	Wards 1 - 3	345	438	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	20	Ojibwa	58020	2		65	73	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	22	Radisson	58022	3	Wards 1 & 2	116	97	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	24	Round Lake	58024	2	Wards 1 & 2	321	361	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	26	Sand Lake	58026	2		273	231	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	28	Spider Lake	58028	2		65	113	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Town	32	Winter	58032	4	Wards 1 & 2	348	257	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Village	111	Couderay	58111	2		38	14	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Village	176	Radisson	58176	2		60	32	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	Village	190	Winter	58190	2		92	41	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 74	7	25	74	3	58	Sawyer	City	236	Hayward	58236	9	Wards 1 - 4	549	465	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	18051	10874	14		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Mary Hubler	Scattering 			
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic				
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	2	Almena	3002	2	Wards 1 - 3	313	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	4	Arland	3004	2		227	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	6	Barron	3006	2	Wards 1 & 2	294	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	8	Bear Lake	3008	2		282	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	10	Cedar Lake	3010	2		433	8			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	12	Chetek	3012	2	Wards 1 - 3	682	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	14	Clinton	3014	2	Wards 1 & 2	237	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	16	Crystal Lake	3016	2		322	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	18	Cumberland	3018	2		336	6			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	24	Doyle	3024	2		211	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	26	Lakeland	3026	2	Wards 1 & 2	420	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	28	Maple Grove	3028	2	Wards 1 - 3	332	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	30	Maple Plain	3030	2		360	10			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	32	Oak Grove	3032	2	Wards 1 & 2	368	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	34	Prairie Farm	3034	2	Wards 1 & 2	214	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	36	Prairie Lake	3036	2	Wards 1 & 2	541	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	38	Rice Lake	3038	2	Wards 1 - 4	1159	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	42	Stanfold	3042	2		250	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	44	Stanley	3044	2	Wards 1 - 3	899	12			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	46	Sumner	3046	2	Wards 1 & 2	304	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	48	Turtle Lake	3048	2		226	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Town	50	Vance Creek	3050	2		226	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Village	101	Almena	3101	2		234	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Village	111	Cameron	3111	2	Wards 1 & 2	534	15			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Village	136	Haugen	3136	2		130	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Village	171	Prairie Farm	3171	2		167	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	Village	186	Turtle Lake	3186	2	Ward 1	324	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	City	206	Barron	3206	2	Wards 1 - 7	1057	9			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	City	211	Chetek	3211	2	Wards 1 - 4	749	5			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	City	212	Cumberland	3212	2	Wards 1 - 5	902	7			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	3	Barron	City	276	Rice Lake	3276		Wards 1 - 17	3088	28			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	49	Polk	Town	8	Beaver	49008	2		280	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	49	Polk	Town	28	Johnstown	49028	2		205	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	49	Polk	Town	38	McKinley	49038	2		134	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	49	Polk	Village	186	Turtle Lake	49186	2	Ward 2	26	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	2	Barronett	66002	2	Wards 1 & 2	186	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	4	Bashaw	66004	2	Wards 1 - 3	342	3			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	8	Beaver Brook	66008	2	Wards 1 - 3	245	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	10	Birchwood	66010	2	Wards 1 & 2	210	2			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	26	Long Lake	66026	2		309	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	28	Madge	66028	2	Wards 1 - 3	243	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	32	Sarona	66032	2		142	4			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	34	Spooner	66034	2	Wards 1 - 3	261	1			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Town	40	Stone Lake	66040	2		165	0			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 75	7	25	75	3	66	Washburn	Village	106	Birchwood	66106	2		186	3			
